coefficients_objectif,matrice_contraintes,borne_contraintes,solution,z_optimal
"[41, 36]","[50, 55, 76, 64, 69, 87]","[23, 81, 13]","[0.2, 0.0]",8
"[3, 1]","[73, 69, 38, 46, 68, 21]","[145, 90, 124]","[1.7, 0.3]",5
"[13, 8]","[24, 38, 21, 40, 11, 68]","[59, 31, 81]","[1.5, 0.0]",19
"[49, 63]","[8, 9, 48, 98, 42, 77]","[116, 75, 10]","[0.2, 0.0]",12
"[9, 21]","[51, 30, 16, 62, 68, 57]","[23, 58, 82]","[0.0, 0.8]",16
"[86, 31]","[17, 82, 47, 14, 69, 59]","[50, 148, 64]","[0.9, 0.0]",80
"[80, 71]","[81, 64, 23, 82, 48, 32]","[111, 39, 48]","[0.8, 0.2]",84
"[68, 98]","[44, 19, 26, 73, 20, 68]","[18, 97, 131]","[0.0, 0.9]",93
"[86, 38]","[71, 82, 45, 3, 58, 38]","[118, 3, 128]","[0.0, 1.0]",38
"[52, 95]","[13, 4, 21, 30, 45, 43]","[125, 121, 96]","[0.0, 2.2]",212
"[19, 89]","[60, 12, 99, 48, 1, 26]","[5, 117, 18]","[0.0, 0.4]",37
"[98, 30]","[64, 86, 62, 62, 82, 68]","[12, 49, 79]","[0.2, 0.0]",18
"[46, 92]","[6, 58, 10, 6, 15, 95]","[85, 107, 102]","[6.8, 0.0]",313
"[69, 63]","[89, 59, 47, 88, 60, 55]","[17, 136, 87]","[0.0, 0.3]",18
"[37, 63]","[35, 82, 44, 3, 87, 70]","[56, 148, 45]","[0.0, 0.6]",40
"[6, 72]","[35, 34, 87, 87, 40, 87]","[4, 70, 106]","[0.0, 0.1]",8
"[23, 40]","[20, 68, 74, 38, 94, 70]","[123, 108, 142]","[0.2, 1.7]",75
"[2, 35]","[9, 27, 94, 36, 73, 13]","[19, 5, 92]","[0.0, 0.1]",5
"[16, 87]","[64, 14, 26, 69, 37, 65]","[40, 104, 5]","[0.0, 0.1]",7
"[72, 100]","[49, 17, 8, 31, 86, 60]","[114, 75, 126]","[0.0, 2.1]",210
"[59, 74]","[5, 85, 78, 17, 100, 31]","[12, 36, 14]","[0.1, 0.1]",16
"[3, 40]","[73, 36, 4, 48, 63, 40]","[109, 108, 43]","[0.0, 1.1]",43
"[80, 32]","[44, 32, 22, 86, 80, 12]","[77, 145, 90]","[1.0, 1.1]",112
"[65, 51]","[3, 75, 71, 35, 87, 36]","[56, 28, 113]","[0.0, 0.7]",40
"[58, 66]","[67, 69, 44, 87, 12, 41]","[8, 97, 17]","[0.0, 0.1]",8
"[19, 98]","[83, 33, 77, 52, 81, 52]","[52, 91, 95]","[0.0, 1.6]",154
"[17, 21]","[76, 11, 75, 61, 88, 45]","[135, 40, 66]","[0.0, 0.7]",14
"[40, 1]","[84, 13, 36, 78, 42, 61]","[99, 55, 93]","[1.2, 0.0]",47
"[62, 35]","[23, 41, 20, 19, 22, 87]","[41, 117, 75]","[1.8, 0.0]",111
"[85, 26]","[99, 52, 42, 64, 89, 85]","[32, 111, 64]","[0.3, 0.0]",27
"[56, 6]","[85, 88, 77, 20, 19, 92]","[31, 57, 135]","[0.4, 0.0]",20
"[22, 90]","[59, 11, 70, 65, 15, 58]","[1, 132, 93]","[0.0, 0.1]",8
"[30, 35]","[90, 41, 31, 86, 56, 48]","[114, 132, 38]","[0.0, 0.8]",28
"[4, 94]","[36, 95, 38, 38, 56, 93]","[103, 130, 143]","[0.0, 1.1]",102
"[52, 92]","[17, 11, 6, 7, 38, 63]","[137, 147, 14]","[0.0, 0.2]",20
"[45, 93]","[6, 97, 96, 87, 45, 62]","[13, 2, 43]","[0.0, 0.0]",2
"[22, 56]","[13, 97, 69, 65, 68, 46]","[10, 146, 19]","[0.2, 0.1]",9
"[57, 8]","[7, 40, 25, 18, 31, 33]","[38, 87, 13]","[0.4, 0.0]",24
"[58, 24]","[5, 81, 49, 74, 41, 91]","[110, 39, 28]","[0.7, 0.0]",40
"[50, 2]","[52, 33, 61, 74, 17, 71]","[13, 100, 121]","[0.2, 0.0]",12
"[60, 80]","[42, 66, 79, 67, 88, 14]","[6, 85, 121]","[0.1, 0.0]",9
"[54, 54]","[41, 52, 100, 51, 59, 39]","[31, 12, 57]","[0.0, 0.2]",13
"[86, 66]","[28, 54, 31, 18, 58, 37]","[31, 27, 2]","[0.0, 0.1]",4
"[64, 92]","[95, 96, 3, 1, 40, 8]","[71, 63, 70]","[0.0, 0.7]",68
"[25, 10]","[26, 79, 27, 35, 24, 32]","[74, 39, 1]","[0.0, 0.0]",1
"[93, 14]","[42, 30, 18, 73, 74, 21]","[80, 132, 121]","[1.6, 0.0]",152
"[31, 42]","[91, 53, 73, 29, 87, 90]","[96, 22, 110]","[0.0, 0.8]",32
"[58, 1]","[7, 51, 73, 27, 85, 68]","[115, 63, 134]","[0.9, 0.0]",50
"[63, 87]","[24, 93, 43, 55, 86, 43]","[115, 69, 130]","[0.0, 1.2]",109
"[1, 43]","[16, 51, 64, 38, 88, 4]","[28, 83, 107]","[0.0, 0.5]",24
"[12, 64]","[76, 87, 43, 9, 20, 91]","[78, 130, 43]","[0.0, 0.5]",30
"[26, 77]","[46, 28, 58, 68, 52, 85]","[1, 126, 96]","[0.0, 0.0]",3
"[59, 73]","[79, 91, 83, 78, 5, 70]","[85, 110, 54]","[0.2, 0.8]",67
"[36, 10]","[58, 40, 60, 77, 98, 27]","[145, 14, 121]","[0.2, 0.0]",8
"[18, 61]","[100, 73, 7, 54, 32, 9]","[120, 48, 92]","[0.6, 0.8]",60
"[51, 26]","[66, 31, 7, 74, 6, 57]","[130, 1, 50]","[0.1, 0.0]",7
"[59, 88]","[60, 40, 48, 62, 42, 69]","[119, 150, 146]","[1.0, 1.5]",191
"[37, 30]","[98, 10, 91, 10, 41, 23]","[95, 144, 70]","[0.0, 3.0]",91
"[48, 7]","[17, 58, 91, 78, 32, 36]","[93, 138, 93]","[1.5, 0.0]",73
"[98, 64]","[37, 6, 30, 84, 55, 99]","[72, 114, 14]","[0.3, 0.0]",25
"[63, 24]","[22, 24, 51, 18, 71, 90]","[18, 2, 97]","[0.0, 0.1]",3
"[71, 32]","[9, 36, 84, 50, 47, 58]","[70, 3, 46]","[0.0, 0.0]",3
"[81, 10]","[34, 71, 56, 23, 48, 39]","[106, 25, 47]","[0.4, 0.0]",36
"[82, 92]","[16, 60, 60, 70, 54, 87]","[38, 121, 72]","[1.3, 0.0]",109
"[99, 59]","[78, 66, 52, 83, 2, 86]","[110, 38, 107]","[0.7, 0.0]",72
"[23, 95]","[29, 36, 6, 51, 78, 60]","[119, 69, 117]","[0.5, 1.3]",134
"[49, 3]","[78, 27, 29, 67, 33, 57]","[3, 52, 33]","[0.0, 0.0]",2
"[1, 73]","[44, 62, 26, 84, 51, 19]","[43, 133, 79]","[0.0, 0.7]",51
"[91, 29]","[82, 70, 65, 93, 73, 74]","[57, 59, 44]","[0.6, 0.0]",55
"[22, 76]","[24, 60, 59, 35, 71, 8]","[106, 64, 77]","[0.0, 1.8]",134
"[34, 37]","[53, 91, 71, 33, 29, 10]","[130, 147, 87]","[1.9, 0.3]",77
"[60, 15]","[7, 63, 17, 60, 75, 16]","[122, 20, 91]","[1.2, 0.0]",71
"[80, 95]","[75, 79, 23, 29, 2, 46]","[72, 60, 84]","[0.0, 0.9]",87
"[22, 98]","[39, 76, 34, 52, 11, 6]","[84, 115, 7]","[0.0, 1.1]",108
"[12, 43]","[19, 31, 23, 27, 31, 96]","[143, 42, 12]","[0.0, 0.1]",5
"[70, 68]","[69, 25, 6, 24, 47, 5]","[16, 49, 29]","[0.0, 0.6]",44
"[69, 67]","[71, 59, 42, 47, 73, 86]","[54, 75, 17]","[0.2, 0.0]",16
"[77, 51]","[55, 86, 84, 84, 86, 82]","[29, 70, 145]","[0.5, 0.0]",41
"[99, 80]","[80, 28, 81, 59, 68, 17]","[78, 10, 23]","[0.0, 0.2]",14
"[14, 86]","[52, 46, 25, 59, 93, 41]","[118, 88, 18]","[0.0, 0.4]",38
"[86, 31]","[77, 27, 100, 1, 44, 92]","[46, 135, 91]","[0.3, 0.8]",52
"[42, 81]","[11, 45, 63, 59, 7, 49]","[134, 92, 125]","[0.0, 1.6]",126
"[81, 25]","[41, 70, 68, 69, 37, 40]","[48, 103, 117]","[1.2, 0.0]",95
"[98, 59]","[8, 94, 39, 8, 39, 65]","[57, 30, 29]","[0.7, 0.0]",73
"[73, 18]","[93, 89, 55, 57, 92, 97]","[89, 133, 49]","[0.5, 0.0]",39
"[4, 89]","[81, 58, 1, 51, 80, 80]","[3, 104, 93]","[0.0, 0.1]",5
"[3, 90]","[3, 54, 29, 47, 28, 9]","[128, 18, 28]","[0.0, 0.4]",34
"[76, 11]","[36, 47, 5, 56, 57, 56]","[38, 98, 128]","[1.1, 0.0]",80
"[93, 74]","[18, 54, 79, 83, 56, 19]","[118, 138, 35]","[0.1, 1.6]",125
"[79, 46]","[83, 85, 3, 71, 89, 31]","[49, 7, 33]","[0.3, 0.1]",31
"[36, 82]","[68, 13, 31, 77, 26, 60]","[11, 75, 80]","[0.0, 0.8]",69
"[68, 86]","[47, 48, 81, 51, 41, 98]","[7, 104, 37]","[0.0, 0.1]",13
"[43, 36]","[6, 59, 96, 57, 63, 6]","[90, 21, 7]","[0.0, 0.4]",13
"[16, 15]","[66, 53, 31, 73, 38, 8]","[60, 129, 22]","[0.0, 1.1]",17
"[75, 82]","[88, 32, 87, 25, 83, 27]","[82, 120, 63]","[0.0, 2.3]",191
"[80, 34]","[30, 62, 12, 27, 72, 64]","[27, 22, 109]","[0.9, 0.0]",72
"[17, 74]","[15, 18, 59, 95, 19, 75]","[90, 60, 138]","[0.0, 0.6]",47
"[51, 26]","[75, 25, 45, 98, 29, 45]","[31, 34, 104]","[0.4, 0.2]",23
"[62, 72]","[13, 38, 88, 100, 88, 2]","[1, 137, 98]","[0.1, 0.0]",5
"[87, 47]","[6, 67, 79, 28, 40, 91]","[116, 98, 59]","[1.2, 0.1]",110
"[31, 1]","[32, 12, 3, 50, 57, 89]","[77, 130, 103]","[1.8, 0.0]",56
"[98, 62]","[75, 84, 51, 35, 93, 13]","[52, 35, 118]","[0.7, 0.0]",67
"[37, 30]","[73, 9, 41, 31, 31, 45]","[142, 142, 131]","[1.7, 1.7]",116
"[80, 100]","[34, 67, 69, 50, 95, 72]","[77, 102, 26]","[0.0, 0.4]",36
"[31, 49]","[14, 78, 100, 77, 97, 5]","[10, 106, 105]","[0.7, 0.0]",22
"[8, 59]","[86, 64, 15, 12, 56, 17]","[133, 86, 26]","[0.0, 1.5]",90
"[11, 98]","[84, 7, 35, 41, 41, 38]","[42, 16, 75]","[0.0, 0.4]",38
"[41, 25]","[85, 50, 9, 21, 100, 90]","[127, 23, 95]","[0.9, 0.0]",39
"[9, 83]","[40, 38, 51, 12, 76, 49]","[103, 47, 100]","[0.0, 2.0]",169
"[71, 5]","[58, 42, 29, 68, 55, 3]","[25, 111, 116]","[0.4, 0.0]",31
"[19, 35]","[5, 59, 29, 1, 31, 48]","[46, 59, 92]","[2.0, 0.6]",60
"[91, 65]","[94, 44, 13, 9, 80, 50]","[3, 45, 68]","[0.0, 0.1]",4
"[17, 93]","[94, 90, 72, 50, 50, 1]","[6, 34, 79]","[0.0, 0.1]",6
"[99, 42]","[60, 61, 85, 90, 40, 64]","[128, 101, 67]","[1.2, 0.0]",118
"[9, 14]","[61, 11, 62, 85, 25, 42]","[76, 111, 85]","[0.0, 1.3]",18
"[18, 26]","[53, 36, 22, 85, 69, 47]","[93, 27, 2]","[0.0, 0.0]",1
"[5, 2]","[20, 64, 51, 6, 45, 89]","[98, 104, 24]","[0.5, 0.0]",3
"[83, 20]","[100, 6, 72, 52, 43, 77]","[122, 127, 35]","[0.8, 0.0]",68
"[27, 52]","[46, 20, 6, 5, 37, 24]","[12, 34, 105]","[0.0, 0.6]",31
"[34, 40]","[27, 38, 54, 31, 95, 7]","[96, 44, 29]","[0.0, 1.4]",57
"[26, 26]","[68, 57, 72, 51, 79, 88]","[17, 18, 114]","[0.0, 0.3]",8
"[69, 73]","[15, 7, 4, 11, 90, 60]","[65, 2, 105]","[0.5, 0.0]",34
"[19, 95]","[31, 2, 11, 3, 60, 17]","[17, 128, 66]","[0.0, 3.9]",369
"[73, 50]","[57, 46, 22, 21, 17, 32]","[74, 14, 107]","[0.6, 0.0]",46
"[65, 27]","[65, 48, 24, 40, 99, 63]","[94, 100, 78]","[0.8, 0.0]",51
"[85, 99]","[33, 79, 55, 76, 40, 67]","[63, 12, 133]","[0.2, 0.0]",19
"[65, 78]","[17, 87, 61, 17, 44, 41]","[50, 129, 95]","[2.0, 0.2]",144
"[58, 44]","[72, 85, 91, 77, 39, 60]","[81, 30, 12]","[0.3, 0.0]",18
"[92, 60]","[94, 77, 54, 23, 25, 78]","[108, 147, 10]","[0.4, 0.0]",37
"[54, 7]","[70, 96, 27, 9, 1, 30]","[135, 105, 57]","[1.9, 0.0]",104
"[55, 28]","[43, 22, 47, 1, 26, 43]","[106, 126, 65]","[2.5, 0.0]",136
"[6, 13]","[71, 1, 88, 47, 8, 57]","[28, 85, 38]","[0.4, 0.6]",10
"[100, 72]","[72, 23, 98, 28, 27, 82]","[55, 17, 120]","[0.0, 0.6]",44
"[69, 38]","[66, 67, 52, 70, 92, 36]","[6, 88, 80]","[0.1, 0.0]",6
"[4, 50]","[52, 42, 42, 43, 33, 36]","[148, 56, 28]","[0.0, 0.8]",39
"[46, 16]","[91, 85, 77, 27, 16, 93]","[18, 104, 48]","[0.2, 0.0]",9
"[42, 93]","[46, 56, 78, 25, 19, 89]","[105, 113, 57]","[1.3, 0.4]",89
"[4, 13]","[82, 70, 3, 16, 88, 36]","[147, 123, 79]","[0.0, 2.1]",27
"[77, 35]","[83, 96, 16, 90, 25, 3]","[103, 29, 105]","[1.2, 0.0]",96
"[68, 6]","[24, 25, 82, 8, 15, 65]","[127, 105, 27]","[1.3, 0.0]",87
"[72, 46]","[19, 46, 85, 55, 40, 75]","[139, 113, 57]","[1.3, 0.0]",96
"[90, 62]","[58, 27, 50, 77, 32, 57]","[43, 82, 90]","[0.4, 0.8]",84
"[17, 90]","[8, 22, 95, 30, 77, 11]","[134, 14, 6]","[0.0, 0.5]",42
"[56, 32]","[34, 45, 33, 53, 99, 50]","[134, 9, 49]","[0.3, 0.0]",15
"[55, 65]","[64, 72, 28, 21, 62, 35]","[127, 47, 110]","[0.0, 1.8]",115
"[52, 69]","[34, 12, 25, 35, 81, 85]","[30, 142, 99]","[0.0, 1.2]",80
"[12, 6]","[93, 16, 40, 36, 58, 44]","[111, 132, 12]","[0.2, 0.0]",2
"[73, 39]","[33, 73, 95, 75, 79, 57]","[89, 112, 116]","[1.2, 0.0]",86
"[85, 32]","[89, 30, 64, 50, 17, 40]","[7, 117, 121]","[0.0, 0.2]",7
"[39, 7]","[1, 4, 48, 61, 29, 81]","[146, 73, 127]","[1.5, 0.0]",59
"[44, 80]","[55, 91, 41, 53, 40, 65]","[122, 1, 82]","[0.0, 0.0]",2
"[20, 78]","[69, 66, 15, 38, 58, 97]","[56, 7, 80]","[0.0, 0.2]",14
"[14, 62]","[97, 48, 59, 57, 1, 34]","[54, 122, 131]","[0.0, 1.1]",70
"[83, 48]","[12, 62, 81, 100, 74, 24]","[148, 126, 90]","[1.1, 0.4]",109
"[42, 15]","[83, 37, 3, 22, 22, 3]","[4, 106, 16]","[0.0, 0.0]",2
"[70, 28]","[74, 80, 46, 34, 99, 43]","[112, 87, 56]","[0.6, 0.0]",40
"[28, 26]","[34, 11, 96, 18, 11, 20]","[134, 68, 38]","[0.4, 1.7]",55
"[93, 33]","[35, 9, 17, 64, 70, 48]","[125, 27, 105]","[1.5, 0.0]",140
"[16, 79]","[81, 89, 38, 75, 6, 75]","[114, 3, 138]","[0.0, 0.0]",3
"[52, 3]","[53, 24, 88, 14, 57, 63]","[36, 100, 149]","[0.7, 0.0]",35
"[7, 95]","[9, 24, 85, 88, 67, 97]","[90, 83, 131]","[0.0, 0.9]",90
"[55, 87]","[71, 79, 3, 7, 44, 55]","[145, 75, 23]","[0.0, 0.4]",36
"[8, 50]","[45, 60, 92, 65, 7, 45]","[80, 101, 90]","[0.0, 1.3]",67
"[96, 89]","[85, 30, 75, 45, 42, 87]","[48, 18, 5]","[0.1, 0.0]",11
"[89, 7]","[70, 55, 65, 61, 86, 39]","[97, 18, 131]","[0.3, 0.0]",25
"[59, 27]","[42, 63, 70, 36, 24, 48]","[21, 140, 131]","[0.5, 0.0]",30
"[30, 23]","[10, 28, 97, 44, 8, 51]","[84, 49, 20]","[0.4, 0.3]",18
"[6, 8]","[22, 9, 24, 77, 39, 63]","[87, 30, 113]","[1.2, 0.0]",8
"[38, 78]","[100, 38, 1, 62, 5, 53]","[126, 125, 131]","[0.5, 2.0]",176
"[99, 95]","[80, 43, 96, 99, 58, 92]","[38, 42, 141]","[0.4, 0.0]",43
"[23, 38]","[66, 40, 16, 36, 59, 8]","[3, 113, 105]","[0.0, 0.1]",3
"[72, 48]","[75, 74, 18, 41, 50, 20]","[76, 108, 103]","[1.0, 0.0]",73
"[2, 1]","[35, 79, 80, 88, 52, 15]","[65, 91, 125]","[1.1, 0.0]",2
"[18, 47]","[30, 56, 85, 35, 47, 61]","[8, 72, 48]","[0.0, 0.1]",7
"[67, 77]","[65, 65, 7, 41, 44, 61]","[18, 71, 82]","[0.0, 0.3]",21
"[37, 72]","[56, 17, 51, 33, 28, 34]","[125, 91, 37]","[0.0, 1.1]",78
"[37, 14]","[62, 91, 77, 22, 22, 62]","[96, 101, 64]","[1.3, 0.2]",49
"[31, 95]","[43, 25, 71, 62, 20, 59]","[107, 86, 78]","[0.0, 1.3]",126
"[40, 100]","[95, 47, 18, 52, 24, 43]","[74, 24, 136]","[0.7, 0.2]",50
"[97, 4]","[96, 75, 85, 69, 84, 5]","[137, 143, 56]","[0.7, 0.0]",65
"[29, 53]","[25, 92, 43, 59, 86, 95]","[105, 17, 86]","[0.0, 0.3]",15
"[93, 74]","[97, 13, 32, 28, 6, 59]","[106, 86, 25]","[1.1, 0.3]",121
"[89, 39]","[59, 10, 49, 95, 25, 3]","[71, 67, 21]","[0.8, 0.3]",83
"[23, 49]","[45, 84, 20, 82, 4, 73]","[20, 129, 48]","[0.0, 0.2]",12
"[5, 31]","[34, 14, 97, 100, 51, 65]","[45, 30, 88]","[0.0, 0.3]",9
"[91, 13]","[24, 43, 9, 80, 52, 63]","[150, 135, 76]","[1.5, 0.0]",133
"[95, 46]","[45, 53, 13, 78, 83, 13]","[117, 122, 13]","[0.0, 1.0]",46
"[93, 10]","[12, 91, 13, 92, 16, 18]","[137, 106, 129]","[8.1, 0.0]",750
"[28, 96]","[44, 24, 49, 69, 38, 32]","[133, 126, 15]","[0.0, 0.5]",45
"[49, 86]","[38, 17, 6, 47, 81, 6]","[26, 3, 141]","[0.5, 0.0]",24
"[36, 81]","[11, 33, 10, 21, 24, 60]","[24, 110, 103]","[2.2, 0.0]",79
"[89, 81]","[85, 55, 95, 89, 30, 24]","[105, 44, 7]","[0.0, 0.3]",24
"[23, 82]","[95, 15, 97, 64, 40, 82]","[25, 28, 140]","[0.0, 0.4]",36
"[10, 51]","[13, 67, 62, 74, 13, 87]","[85, 45, 137]","[0.0, 0.6]",31
"[21, 75]","[6, 10, 17, 75, 91, 36]","[98, 140, 133]","[0.8, 1.7]",143
"[93, 75]","[93, 85, 44, 36, 98, 20]","[23, 5, 54]","[0.1, 0.0]",11
"[46, 48]","[86, 92, 62, 6, 8, 93]","[16, 114, 24]","[0.2, 0.0]",9
"[13, 26]","[2, 33, 66, 18, 85, 98]","[79, 60, 68]","[0.0, 0.7]",18
"[62, 69]","[79, 48, 34, 8, 17, 53]","[75, 22, 130]","[0.0, 1.6]",108
"[66, 64]","[2, 15, 18, 59, 61, 99]","[18, 56, 90]","[1.5, 0.0]",97
"[52, 40]","[61, 92, 67, 38, 25, 86]","[69, 37, 3]","[0.1, 0.0]",6
"[65, 59]","[13, 68, 45, 32, 55, 58]","[65, 140, 132]","[2.4, 0.0]",156
"[55, 10]","[63, 86, 42, 100, 78, 95]","[46, 64, 95]","[0.7, 0.0]",40
"[71, 35]","[62, 49, 5, 9, 49, 89]","[31, 87, 138]","[0.5, 0.0]",36
"[88, 35]","[68, 32, 87, 2, 82, 50]","[14, 71, 106]","[0.2, 0.0]",18
"[55, 35]","[25, 30, 70, 61, 77, 18]","[108, 41, 146]","[0.6, 0.0]",32
"[11, 10]","[83, 71, 80, 65, 58, 89]","[62, 131, 1]","[0.0, 0.0]",0
"[26, 65]","[67, 34, 75, 14, 14, 90]","[150, 13, 122]","[0.0, 0.9]",60
"[20, 67]","[12, 60, 20, 52, 99, 7]","[112, 148, 2]","[0.0, 0.3]",19
"[95, 88]","[94, 96, 52, 14, 39, 35]","[11, 135, 12]","[0.1, 0.0]",11
"[30, 62]","[91, 91, 60, 70, 80, 86]","[65, 2, 56]","[0.0, 0.0]",2
"[78, 47]","[15, 85, 16, 47, 97, 78]","[42, 23, 70]","[0.7, 0.0]",56
"[20, 93]","[51, 5, 40, 55, 35, 4]","[140, 10, 16]","[0.0, 0.2]",17
"[57, 37]","[36, 1, 85, 14, 34, 86]","[54, 90, 36]","[1.1, 0.0]",60
"[55, 68]","[69, 16, 37, 93, 16, 40]","[129, 99, 14]","[0.9, 0.0]",48
"[2, 2]","[12, 65, 22, 33, 40, 20]","[46, 46, 129]","[2.1, 0.0]",4
"[50, 35]","[93, 68, 88, 29, 16, 83]","[41, 119, 147]","[0.4, 0.0]",22
"[42, 85]","[54, 13, 48, 6, 75, 60]","[109, 63, 104]","[0.0, 1.7]",147
"[90, 67]","[89, 40, 58, 90, 70, 8]","[45, 95, 124]","[0.0, 1.0]",73
"[52, 15]","[75, 85, 40, 11, 52, 12]","[70, 102, 134]","[0.9, 0.0]",49
"[1, 80]","[56, 68, 23, 36, 91, 36]","[129, 65, 140]","[0.0, 1.8]",144
"[100, 24]","[60, 6, 97, 12, 24, 64]","[137, 10, 68]","[0.0, 0.8]",20
"[49, 45]","[55, 45, 39, 29, 59, 11]","[70, 71, 56]","[0.0, 1.6]",70
"[50, 66]","[98, 61, 3, 64, 88, 53]","[138, 105, 93]","[0.1, 1.6]",112
"[79, 88]","[45, 32, 73, 45, 75, 99]","[14, 93, 129]","[0.0, 0.4]",38
"[51, 81]","[50, 16, 88, 80, 83, 39]","[36, 125, 70]","[0.0, 1.6]",127
"[76, 37]","[18, 34, 48, 84, 58, 39]","[109, 124, 140]","[2.4, 0.0]",183
"[41, 39]","[10, 29, 73, 85, 53, 88]","[57, 52, 53]","[0.7, 0.0]",29
"[19, 90]","[53, 18, 62, 30, 31, 68]","[118, 111, 98]","[0.0, 1.4]",130
"[86, 77]","[47, 14, 49, 47, 82, 43]","[57, 136, 60]","[0.0, 1.4]",107
"[71, 29]","[20, 43, 87, 77, 61, 94]","[86, 147, 111]","[1.7, 0.0]",120
"[60, 39]","[93, 74, 72, 58, 42, 32]","[111, 125, 140]","[1.2, 0.0]",72
"[56, 54]","[35, 13, 31, 70, 83, 23]","[12, 130, 12]","[0.0, 0.5]",28
"[65, 14]","[8, 12, 33, 6, 47, 88]","[142, 101, 56]","[1.2, 0.0]",77
"[55, 19]","[10, 44, 10, 31, 73, 88]","[95, 52, 141]","[1.9, 0.0]",106
"[90, 50]","[34, 18, 39, 47, 58, 7]","[108, 90, 46]","[0.6, 1.4]",126
"[97, 51]","[56, 9, 76, 23, 16, 22]","[40, 50, 28]","[0.3, 1.0]",86
"[14, 9]","[58, 27, 70, 23, 64, 28]","[44, 50, 8]","[0.0, 0.3]",3
"[13, 22]","[74, 5, 74, 36, 2, 98]","[1, 76, 118]","[0.0, 0.2]",4
"[24, 32]","[64, 43, 56, 97, 65, 30]","[145, 32, 54]","[0.6, 0.0]",14
"[99, 20]","[69, 81, 83, 61, 3, 89]","[81, 114, 94]","[1.2, 0.0]",116
"[21, 74]","[51, 35, 1, 17, 3, 79]","[81, 10, 136]","[1.2, 0.5]",64
"[63, 5]","[30, 30, 51, 36, 58, 47]","[51, 109, 86]","[1.5, 0.0]",93
"[90, 13]","[72, 34, 91, 80, 69, 79]","[46, 5, 104]","[0.1, 0.0]",5
"[71, 38]","[9, 59, 58, 99, 69, 72]","[29, 39, 41]","[0.6, 0.0]",42
"[50, 83]","[32, 54, 69, 57, 26, 3]","[43, 100, 64]","[1.3, 0.0]",67
"[85, 83]","[50, 18, 94, 63, 78, 49]","[34, 22, 78]","[0.0, 0.3]",29
"[44, 97]","[36, 4, 70, 11, 46, 26]","[74, 67, 70]","[0.0, 2.7]",261
"[60, 71]","[79, 30, 52, 55, 93, 31]","[105, 93, 44]","[0.0, 1.4]",101
"[59, 31]","[45, 5, 42, 44, 60, 11]","[32, 73, 123]","[0.6, 1.1]",69
"[74, 21]","[85, 54, 30, 58, 91, 78]","[18, 5, 50]","[0.2, 0.0]",12
"[86, 28]","[61, 38, 30, 1, 73, 45]","[124, 27, 63]","[0.9, 0.0]",74
"[96, 19]","[63, 32, 51, 65, 47, 39]","[30, 102, 78]","[0.5, 0.0]",46
"[72, 6]","[91, 23, 93, 13, 3, 91]","[67, 29, 10]","[0.3, 0.0]",22
"[62, 50]","[46, 36, 4, 47, 96, 84]","[56, 55, 38]","[0.4, 0.0]",25
"[43, 26]","[29, 52, 93, 10, 32, 37]","[63, 143, 35]","[1.1, 0.0]",47
"[14, 78]","[92, 74, 38, 27, 75, 41]","[130, 87, 45]","[0.0, 1.1]",86
"[26, 15]","[57, 74, 24, 100, 60, 95]","[99, 35, 86]","[1.4, 0.0]",37
"[20, 78]","[22, 16, 42, 64, 32, 50]","[23, 66, 59]","[0.0, 1.0]",80
"[73, 53]","[95, 26, 77, 62, 98, 8]","[145, 18, 7]","[0.1, 0.2]",16
"[72, 50]","[39, 29, 96, 79, 56, 73]","[67, 8, 8]","[0.1, 0.0]",6
"[98, 36]","[96, 39, 24, 11, 95, 44]","[40, 37, 111]","[0.4, 0.0]",41
"[51, 26]","[6, 57, 32, 45, 11, 8]","[86, 9, 61]","[0.3, 0.0]",14
"[37, 33]","[55, 83, 83, 17, 25, 88]","[56, 83, 84]","[1.0, 0.0]",37
"[94, 2]","[65, 55, 77, 33, 21, 60]","[48, 22, 72]","[0.3, 0.0]",27
"[99, 76]","[54, 67, 22, 2, 23, 6]","[34, 35, 78]","[0.6, 0.0]",62
"[61, 3]","[47, 90, 12, 2, 90, 87]","[78, 124, 46]","[0.5, 0.0]",31
"[96, 12]","[78, 71, 17, 29, 36, 63]","[29, 21, 43]","[0.4, 0.0]",36
"[22, 98]","[67, 16, 95, 92, 68, 22]","[81, 4, 9]","[0.0, 0.0]",4
"[82, 24]","[29, 32, 93, 81, 89, 57]","[148, 134, 68]","[0.8, 0.0]",63
"[5, 81]","[36, 79, 34, 51, 50, 63]","[18, 125, 41]","[0.0, 0.2]",18
"[52, 97]","[16, 78, 49, 19, 99, 20]","[92, 90, 144]","[1.3, 0.9]",155
"[6, 11]","[65, 52, 20, 90, 8, 31]","[59, 115, 66]","[0.0, 1.1]",12
"[19, 6]","[25, 10, 28, 54, 52, 73]","[68, 75, 91]","[1.8, 0.0]",33
"[19, 70]","[75, 84, 26, 58, 25, 45]","[108, 17, 20]","[0.0, 0.3]",21
"[26, 96]","[91, 22, 9, 48, 64, 76]","[102, 147, 77]","[0.0, 1.0]",97
"[62, 78]","[37, 14, 58, 18, 93, 77]","[17, 1, 144]","[0.0, 0.1]",4
"[2, 48]","[91, 30, 68, 10, 35, 35]","[120, 97, 106]","[0.0, 3.0]",145
"[45, 95]","[75, 88, 77, 46, 68, 30]","[19, 107, 23]","[0.0, 0.2]",21
